post_id,upload_date,media_type,likes,comments,shares,saves,reach,impressions,caption_length,hashtags_count,followers_gained,traffic_source,engagement_rate,content_category
IG0006974,2025-10-07 09:25:22.954916,Carousel,29941,8906,504,12859,1365294,1389553,1119,5,679,Explore,3.76,Comedy
IG0006975,2025-02-27 09:25:22.954916,Carousel,174752,343,4520,8855,1674539,1713954,1699,14,42,Explore,11.0,Lifestyle
IG0006976,2025-07-10 09:25:22.954916,Video,41497,5494,2518,11713,1021196,1381121,399,21,974,External,4.43,Photography
IG0006977,2025-04-30 09:25:22.954916,Carousel,88754,952,690,5473,979455,1297349,1525,4,561,Profile,7.39,Food
IG0006978,2025-08-30 09:25:22.954916,Photo,195646,2578,2263,14658,502865,901862,1943,29,50,Reels Feed,23.86,Technology
IG0006979,2025-07-11 09:25:22.954916,Photo,78986,8442,1607,5531,247349,315459,1197,29,8,Hashtags,29.98,Fitness
IG0006980,2025-05-30 09:25:22.954916,Photo,906,719,1162,12144,676090,816147,136,25,856,Profile,1.83,Food
IG0006981,2024-12-16 09:25:22.954916,Photo,63268,1981,4936,4285,498922,877548,2000,30,558,Reels Feed,8.49,Beauty
IG0006982,2025-06-03 09:25:22.954916,Photo,8124,7286,4751,2360,238688,350779,1084,3,976,Reels Feed,6.42,Fitness
IG0006983,2025-09-12 09:25:22.954916,Reel,25375,5569,1617,3884,1786418,1836301,448,8,75,Profile,1.98,Fashion
IG0006984,2025-11-08 09:25:22.954916,Carousel,50612,8065,760,2031,479865,797381,1806,1,374,Reels Feed,7.71,Lifestyle
IG0006985,2025-03-03 09:25:22.954916,Photo,34449,825,586,14876,1763935,2246871,673,9,622,Hashtags,2.26,Photography
IG0006986,2025-06-26 09:25:22.954916,Video,75622,8387,382,13375,998629,1491567,1608,19,87,Reels Feed,6.55,Fashion
IG0006987,2025-05-22 09:25:22.954916,Video,82371,2103,4444,8776,1421502,1711496,2025,13,492,Explore,5.71,Music
IG0006988,2025-05-04 09:25:22.954916,Carousel,82985,2404,2815,14063,652097,1123541,1610,21,598,Hashtags,9.1,Technology
IG0006989,2024-12-27 09:25:22.954916,Carousel,148727,7112,4981,14014,451192,584492,1380,26,536,Hashtags,29.91,Lifestyle
IG0006990,2025-02-24 09:25:22.954916,Photo,108318,3253,2566,4756,149684,478035,1217,14,985,External,24.87,Travel
IG0006991,2025-07-23 09:25:22.954916,Carousel,54835,9541,3759,7771,782563,1234217,1297,4,786,Explore,6.15,Fitness
IG0006992,2025-05-15 09:25:22.954916,Reel,146679,4363,1321,2806,521182,695473,1569,11,696,Explore,22.31,Travel
IG0006993,2025-10-14 09:25:22.954916,Carousel,175811,8035,661,581,1421925,1512246,1115,24,499,Home Feed,12.24,Fashion
IG0006994,2025-04-02 09:25:22.954916,Carousel,45460,3598,2685,3902,1369912,1560973,1471,10,969,External,3.56,Food
IG0006995,2025-09-23 09:25:22.954916,Reel,97019,2490,4363,5609,421190,555198,1994,28,813,Home Feed,19.72,Food
IG0006996,2024-11-21 09:25:22.954916,Photo,107446,9481,3279,2655,1438510,1497153,1447,27,996,Reels Feed,8.21,Technology
IG0006997,2025-05-17 09:25:22.954916,Photo,163713,6692,1476,2484,330812,576710,216,23,749,Reels Feed,30.23,Fashion
IG0006998,2025-07-07 09:25:22.954916,Carousel,87280,1016,3014,6485,1089481,1179273,642,6,278,Hashtags,8.29,Comedy
IG0006999,2025-04-21 09:25:22.954916,Photo,94548,7541,1782,7444,124097,451470,465,14,22,Home Feed,24.66,Lifestyle
IG0007000,2025-03-05 09:25:22.954916,Photo,129945,9791,4549,10580,1316061,1551168,1083,24,3,Reels Feed,9.98,Fitness
IG0007001,2025-05-24 09:25:22.954916,Reel,12271,4742,4108,10492,209701,319830,85,27,400,Profile,9.88,Food
IG0007002,2024-12-31 09:25:22.954916,Reel,169838,5070,4989,3031,1452634,1500151,1160,8,443,Hashtags,12.19,Food
IG0007003,2025-06-11 09:25:22.954916,Reel,146792,4009,3509,7544,37760,77291,1078,8,131,Reels Feed,209.41,Travel
IG0007004,2025-04-28 09:25:22.954916,Photo,130181,3055,1418,5221,1450281,1687804,1596,28,529,Home Feed,8.29,Travel
IG0007005,2024-12-26 09:25:22.954916,Photo,187817,1358,3126,1501,1459346,1583668,1175,3,413,Explore,12.24,Photography
IG0007006,2025-05-02 09:25:22.954916,Video,82991,6043,277,10645,1977837,2065502,1499,21,563,Explore,4.84,Music
IG0007007,2024-11-26 09:25:22.954916,Reel,159260,1551,3390,7139,1119227,1312063,2125,13,775,Profile,13.06,Comedy
IG0007008,2025-02-15 09:25:22.954916,Photo,48471,905,3432,13862,420769,607547,939,20,291,Home Feed,10.97,Travel
IG0007009,2025-02-01 09:25:22.954916,Reel,91902,753,394,14269,1563541,1911308,81,13,468,Profile,5.61,Travel
IG0007010,2025-05-16 09:25:22.954916,Carousel,57267,3897,3828,2591,1228202,1527020,563,25,719,Reels Feed,4.43,Lifestyle
IG0007011,2025-10-03 09:25:22.954916,Video,167351,5596,4906,2721,1319428,1364708,363,17,425,Explore,13.23,Photography
IG0007012,2025-10-14 09:25:22.954916,Reel,147976,4287,1474,10392,1267977,1713910,1502,3,706,Reels Feed,9.58,Travel
IG0007013,2025-10-20 09:25:22.954916,Video,168060,4291,4299,2239,684599,1042768,1554,23,546,Explore,17.16,Fitness
IG0007014,2025-09-28 09:25:22.954916,Carousel,167501,289,2367,5944,400495,690434,1664,18,808,Profile,25.51,Lifestyle
IG0007015,2025-02-17 09:25:22.954916,Video,180146,3633,2829,12737,1833398,1997012,2010,5,899,Home Feed,9.98,Music
IG0007016,2025-10-19 09:25:22.954916,Carousel,162529,7832,839,5871,908527,1106424,1071,23,907,Home Feed,16.0,Fashion
IG0007017,2025-09-25 09:25:22.954916,Photo,50049,2123,2441,14792,1964665,2245838,1986,9,132,Profile,3.09,Lifestyle
IG0007018,2025-04-09 09:25:22.954916,Carousel,153065,9514,2347,5322,1714008,2030607,1254,17,520,Profile,8.38,Fashion
IG0007019,2025-01-18 09:25:22.954916,Carousel,192387,2855,2185,2536,472191,700379,1544,6,375,Home Feed,28.55,Food
IG0007020,2025-04-14 09:25:22.954916,Carousel,5168,9840,334,10309,468696,794890,184,6,6,Hashtags,3.23,Photography
IG0007021,2025-06-25 09:25:22.954916,Reel,79969,5068,2600,14686,1281155,1421961,230,18,633,Reels Feed,7.2,Music
IG0007022,2025-07-09 09:25:22.954916,Video,72601,9899,4707,11633,1543507,1704854,1536,0,702,Home Feed,5.8,Photography
IG0007023,2025-02-07 09:25:22.954916,Video,144871,6450,4371,1217,1509710,1601500,81,16,297,Profile,9.8,Music
IG0007024,2025-02-27 09:25:22.954916,Carousel,172388,8661,1159,1217,1242187,1693469,2164,0,562,Hashtags,10.83,Photography
IG0007025,2025-07-27 09:25:22.954916,Video,126286,9569,1522,9325,2848,420825,1824,18,272,Explore,34.86,Lifestyle
IG0007026,2025-10-01 09:25:22.954916,Carousel,2627,6055,2300,10411,1773182,2252026,890,20,549,Reels Feed,0.95,Photography
IG0007027,2025-03-11 09:25:22.954916,Carousel,84305,3713,1236,4652,1997477,2260869,2020,11,560,Profile,4.15,Beauty
IG0007028,2025-03-15 09:25:22.954916,Reel,5232,3342,3355,11120,114713,396459,198,3,353,Home Feed,5.81,Music
IG0007029,2025-04-12 09:25:22.954916,Reel,8854,8301,958,10753,137974,534240,1042,19,18,Explore,5.4,Fashion
IG0007030,2025-10-23 09:25:22.954916,Carousel,115426,728,995,3833,1742247,2098653,792,29,940,External,5.76,Music
IG0007031,2025-08-08 09:25:22.954916,Video,23288,9345,350,5445,128013,565080,1940,20,41,Home Feed,6.8,Food
IG0007032,2025-08-19 09:25:22.954916,Carousel,114350,3298,705,3962,92074,230205,1692,0,863,Reels Feed,53.13,Fitness
IG0007033,2025-09-15 09:25:22.954916,Reel,135613,1117,2472,10775,299298,313888,1752,24,787,Explore,47.78,Beauty
IG0007034,2025-10-17 09:25:22.954916,Reel,8942,7889,2485,2572,498478,915091,1488,21,510,External,2.39,Technology
IG0007035,2025-05-07 09:25:22.954916,Photo,70003,3120,3844,7089,572826,1057267,787,3,634,Home Feed,7.95,Music
IG0007036,2025-09-18 09:25:22.954916,Carousel,91904,9153,1956,13931,305072,674269,1081,10,865,Profile,17.34,Travel
IG0007037,2025-06-03 09:25:22.954916,Video,59748,5357,60,12843,1420946,1714456,519,20,460,Explore,4.55,Lifestyle
IG0007038,2025-09-12 09:25:22.954916,Photo,87236,3135,434,5015,174968,670382,756,3,217,External,14.29,Lifestyle
IG0007039,2025-04-28 09:25:22.954916,Carousel,48672,5230,2724,4265,1182855,1562542,2139,2,699,External,3.9,Photography
IG0007040,2025-06-27 09:25:22.954916,Photo,189013,5893,268,7227,936098,1013244,837,11,573,Profile,19.98,Photography
IG0007041,2025-05-04 09:25:22.954916,Reel,126088,8739,1424,2540,686198,840633,705,10,816,Profile,16.51,Lifestyle
IG0007042,2025-05-24 09:25:22.954916,Carousel,53165,5144,238,10454,1824783,2216968,58,25,887,External,3.11,Comedy
IG0007043,2024-11-25 09:25:22.954916,Reel,92045,403,3095,4422,1918810,2248972,2169,14,77,Profile,4.44,Beauty
IG0007044,2025-05-03 09:25:22.954916,Carousel,105077,4933,4442,11735,1608053,1975637,160,6,617,Hashtags,6.39,Beauty
IG0007045,2025-02-03 09:25:22.954916,Video,33796,904,1413,1019,1506464,1676674,924,21,94,Home Feed,2.21,Fashion
IG0007046,2025-01-01 09:25:22.954916,Video,159728,7814,4262,12169,1722236,1965414,1952,22,611,Reels Feed,9.36,Music
IG0007047,2025-10-07 09:25:22.954916,Carousel,161596,6891,4323,6181,1851219,2248881,1490,24,667,Reels Feed,7.96,Technology
IG0007048,2025-08-11 09:25:22.954916,Carousel,145652,7504,2264,1643,1883066,2287744,79,7,182,External,6.87,Lifestyle
IG0007049,2025-01-30 09:25:22.954916,Carousel,83269,719,1039,14816,133757,264501,1047,21,392,Home Feed,37.75,Music
IG0007050,2025-05-27 09:25:22.954916,Carousel,66992,3062,4193,3834,1657311,1834096,1012,16,73,External,4.26,Beauty
IG0007051,2025-02-28 09:25:22.954916,Photo,45463,2787,212,2973,98216,145430,981,27,987,Hashtags,35.37,Food
IG0007052,2025-03-14 09:25:22.954916,Photo,188391,665,3319,8351,1461783,1886831,1310,16,351,External,10.64,Lifestyle
IG0007053,2025-09-24 09:25:22.954916,Photo,122109,9836,2242,12848,985101,986227,646,7,565,Explore,14.91,Music
IG0007054,2025-03-01 09:25:22.954916,Photo,99845,2145,4600,6045,1942995,2159391,1776,12,540,External,5.22,Beauty
IG0007055,2025-05-18 09:25:22.954916,Reel,199831,5212,1273,9556,263821,675730,1762,8,900,Hashtags,31.95,Fitness
IG0007056,2025-03-28 09:25:22.954916,Reel,161110,8869,1368,3629,1531565,1828691,1035,23,235,Hashtags,9.57,Beauty
IG0007057,2025-01-10 09:25:22.954916,Photo,129641,7812,3174,6708,510177,610729,1910,3,506,Home Feed,24.12,Photography
IG0007058,2025-01-16 09:25:22.954916,Photo,147225,3085,4743,4233,721575,815538,1095,8,387,Reels Feed,19.53,Travel
IG0007059,2025-08-04 09:25:22.954916,Carousel,39029,3349,1417,5824,1455223,1954690,1011,1,2,Reels Feed,2.54,Comedy
IG0007060,2025-06-15 09:25:22.954916,Carousel,117038,4759,4829,4738,33948,511382,905,27,273,Profile,25.69,Comedy
IG0007061,2025-10-25 09:25:22.954916,Reel,105305,4717,3218,9337,1991210,2039685,1420,22,483,Explore,6.01,Photography
IG0007062,2025-04-26 09:25:22.954916,Reel,56776,5033,1606,13940,1696460,1946683,1854,16,874,External,3.97,Photography
IG0007063,2025-06-21 09:25:22.954916,Carousel,121571,5566,1425,14100,954679,1075650,1930,13,924,Home Feed,13.26,Lifestyle
IG0007064,2025-09-08 09:25:22.954916,Reel,82297,3495,4060,7308,1413983,1464582,207,18,340,External,6.63,Fitness
IG0007065,2025-02-03 09:25:22.954916,Reel,36180,4649,3293,11015,824750,1005041,923,5,100,Profile,5.49,Fitness
IG0007066,2025-01-03 09:25:22.954916,Photo,54192,533,646,13780,687300,937643,1735,4,950,Home Feed,7.37,Lifestyle
IG0007067,2025-10-09 09:25:22.954916,Photo,170496,2322,3158,13915,1404034,1773803,325,12,282,Hashtags,10.71,Music
IG0007068,2025-04-18 09:25:22.954916,Reel,124276,2690,3359,5509,1739807,1798763,766,11,612,External,7.55,Lifestyle
IG0007069,2025-10-24 09:25:22.954916,Carousel,195119,6357,3116,14534,1923906,2042155,1309,11,974,Explore,10.73,Technology
IG0007070,2025-08-27 09:25:22.954916,Video,128700,1877,1170,5563,817568,1079105,1844,29,907,Hashtags,12.72,Technology
IG0007071,2025-08-27 09:25:22.954916,Carousel,184557,7979,3309,6535,461585,874159,50,4,664,External,23.15,Comedy
IG0007072,2024-12-25 09:25:22.954916,Carousel,18066,515,1485,13984,431562,630774,909,4,258,Profile,5.4,Beauty
IG0007073,2025-06-04 09:25:22.954916,Reel,78127,4093,2877,7139,368217,610335,1177,12,761,Hashtags,15.11,Lifestyle
IG0007074,2025-02-15 09:25:22.954916,Carousel,72694,4160,2754,4683,1552603,1622212,1983,29,29,Profile,5.2,Lifestyle
IG0007075,2025-07-26 09:25:22.954916,Video,44826,10000,354,8578,18225,484429,2095,30,730,Explore,13.16,Music
IG0007076,2025-03-30 09:25:22.954916,Photo,177361,2059,3918,5293,409580,879178,370,1,808,Explore,21.46,Fashion
IG0007077,2025-09-01 09:25:22.954916,Video,140246,5189,4941,5446,123208,265369,1129,1,37,Explore,58.72,Comedy
IG0007078,2024-12-08 09:25:22.954916,Video,36451,2253,1743,10594,1193062,1499536,1989,23,328,External,3.4,Comedy
IG0007079,2025-10-09 09:25:22.954916,Photo,129571,5163,4840,3922,1375127,1715248,22,25,928,External,8.37,Comedy
IG0007080,2025-06-01 09:25:22.954916,Reel,134539,6397,4741,11315,1927659,2337147,780,4,633,External,6.72,Beauty
IG0007081,2025-01-05 09:25:22.954916,Photo,164445,8823,89,4468,1722088,1778687,602,1,305,Profile,10.0,Photography
IG0007082,2025-07-17 09:25:22.954916,Reel,189385,5629,565,14516,1032300,1393633,456,9,274,Reels Feed,15.08,Food
IG0007083,2025-06-06 09:25:22.954916,Reel,116936,9208,4930,6672,1922333,2315004,859,10,18,Explore,5.95,Fashion
IG0007084,2025-03-20 09:25:22.954916,Carousel,21484,2091,878,1625,1965059,2244341,684,20,518,Explore,1.16,Beauty
IG0007085,2025-10-18 09:25:22.954916,Reel,67630,8012,4539,6050,1252073,1701568,1574,11,753,External,5.07,Technology
IG0007086,2025-04-17 09:25:22.954916,Reel,43635,319,1857,13199,1154103,1515976,1783,5,949,Explore,3.89,Music
IG0007087,2025-07-26 09:25:22.954916,Carousel,70021,2181,4014,10501,745276,1198514,1307,30,726,External,7.24,Photography
IG0007088,2025-07-23 09:25:22.954916,Reel,60447,4911,3126,9879,1598500,2058019,1746,14,275,Explore,3.81,Technology
IG0007089,2025-06-18 09:25:22.954916,Video,145780,3977,4059,6917,1749147,2059902,1036,1,30,Hashtags,7.8,Photography
IG0007090,2025-08-19 09:25:22.954916,Photo,168065,6944,2954,6220,92701,573666,1512,6,591,External,32.11,Fitness
IG0007091,2025-04-05 09:25:22.954916,Reel,75692,9656,1433,1603,526168,921964,996,29,734,Profile,9.59,Comedy
IG0007092,2025-10-07 09:25:22.954916,Reel,25505,2915,1509,9609,1604756,1835835,1310,20,850,Profile,2.15,Photography
IG0007093,2024-12-16 09:25:22.954916,Reel,186615,5046,242,6927,286829,558182,1759,12,733,External,35.62,Travel
IG0007094,2025-03-17 09:25:22.954916,Video,20789,3379,4641,3816,65583,310799,460,17,899,Explore,10.5,Comedy
IG0007095,2025-04-23 09:25:22.954916,Reel,170964,8915,3550,7329,1521079,1905301,537,17,548,Profile,10.01,Comedy
IG0007096,2025-01-11 09:25:22.954916,Photo,164005,1246,1958,11772,164686,636277,2141,4,676,Home Feed,28.13,Music
IG0007097,2025-09-13 09:25:22.954916,Video,30076,3291,4620,11321,1730089,2023657,1746,17,262,Home Feed,2.44,Fashion
IG0007098,2025-10-05 09:25:22.954916,Video,198399,8264,2803,13425,1712316,2108951,829,20,455,Profile,10.57,Technology
IG0007099,2025-06-27 09:25:22.954916,Photo,125327,4945,4800,4209,731032,923421,1650,25,677,Home Feed,15.08,Photography
IG0007100,2025-03-22 09:25:22.954916,Carousel,41393,5596,4282,3179,1001456,1230155,2122,22,910,External,4.43,Photography
IG0007101,2025-11-09 09:25:22.954916,Reel,128257,6363,2067,9824,211515,281033,1101,17,370,External,52.13,Fitness
IG0007102,2025-03-22 09:25:22.954916,Reel,162146,6290,1102,10769,503518,587020,1526,29,773,Home Feed,30.72,Comedy
IG0007103,2025-02-03 09:25:22.954916,Photo,137273,950,2396,2695,1313602,1641400,1271,23,139,Hashtags,8.73,Lifestyle
IG0007104,2025-03-21 09:25:22.954916,Carousel,103386,2752,2238,3087,1860767,2207563,1142,4,959,Explore,5.05,Food
IG0007105,2025-02-05 09:25:22.954916,Carousel,143693,8381,357,8115,1005688,1208594,1938,12,236,Home Feed,13.28,Lifestyle
IG0007106,2025-07-25 09:25:22.954916,Carousel,58185,9010,2776,8310,694843,1069377,329,17,367,Explore,7.32,Photography
IG0007107,2025-10-24 09:25:22.954916,Reel,197323,6670,3822,1316,1229466,1587410,780,16,749,Explore,13.17,Lifestyle
IG0007108,2025-07-13 09:25:22.954916,Carousel,89568,1081,4726,4185,1657696,2053670,443,21,998,External,4.85,Music
IG0007109,2025-07-21 09:25:22.954916,Photo,80705,1377,4859,13433,1014806,1135638,387,19,885,Hashtags,8.84,Travel
IG0007110,2025-02-03 09:25:22.954916,Photo,5902,4049,2199,11665,1595560,1891918,140,29,610,Reels Feed,1.26,Photography
IG0007111,2025-05-31 09:25:22.954916,Video,606,9702,2408,5774,1939001,2240039,1099,8,550,Reels Feed,0.83,Photography
IG0007112,2025-04-28 09:25:22.954916,Reel,151500,7212,1164,5938,74022,164948,2076,22,98,Home Feed,100.53,Travel
IG0007113,2025-09-19 09:25:22.954916,Video,96103,3702,2575,9140,300833,670635,1224,2,549,Reels Feed,16.63,Technology
IG0007114,2025-06-24 09:25:22.954916,Reel,198719,7570,3765,202,1454175,1679767,1657,9,902,Reels Feed,12.52,Travel
IG0007115,2025-01-26 09:25:22.954916,Reel,65701,5368,4815,1951,996075,1403029,1770,24,97,Profile,5.55,Lifestyle
IG0007116,2025-06-08 09:25:22.954916,Reel,30887,5383,788,12294,1452100,1570736,1097,19,713,Profile,3.14,Music
IG0007117,2025-09-17 09:25:22.954916,Photo,22336,8374,4826,8140,698945,776616,297,22,378,Hashtags,5.62,Fitness
IG0007118,2025-01-17 09:25:22.954916,Carousel,197338,1738,1288,14704,1855439,1932425,2154,10,778,Profile,11.13,Technology
IG0007119,2025-10-19 09:25:22.954916,Reel,161701,1632,639,6505,314947,353910,1562,26,182,External,48.17,Beauty
IG0007120,2025-06-23 09:25:22.954916,Video,184659,4947,3828,13504,1647534,1959497,959,27,225,Hashtags,10.56,Fitness
IG0007121,2025-06-23 09:25:22.954916,Carousel,66168,1305,4483,11742,1813289,2107012,372,11,706,Hashtags,3.97,Fashion
IG0007122,2025-01-13 09:25:22.954916,Reel,110844,6182,3483,3333,1519008,1936816,213,18,669,Reels Feed,6.39,Fashion
IG0007123,2025-09-28 09:25:22.954916,Carousel,89795,1179,3253,8270,1002944,1441076,883,22,877,Home Feed,7.11,Fashion
IG0007124,2025-10-19 09:25:22.954916,Video,85211,705,1782,11431,1285398,1314600,1846,27,168,Reels Feed,7.54,Fashion
IG0007125,2024-12-12 09:25:22.954916,Video,33875,6413,118,12511,710467,1105783,803,26,253,External,4.79,Music
IG0007126,2025-05-09 09:25:22.954916,Carousel,58111,538,2818,3395,611503,955840,1728,2,348,External,6.79,Fitness
IG0007127,2025-03-20 09:25:22.954916,Reel,63802,52,3330,14468,1303211,1423952,980,25,327,Hashtags,5.73,Comedy
IG0007128,2025-07-09 09:25:22.954916,Carousel,124481,6658,3561,10255,1475707,1682577,1218,10,233,Reels Feed,8.62,Food
IG0007129,2025-10-27 09:25:22.954916,Video,110090,5624,895,7345,86592,214231,2088,7,705,External,57.86,Technology
IG0007130,2025-01-06 09:25:22.954916,Photo,94722,1151,2479,14763,1974520,2344591,1194,15,969,Reels Feed,4.82,Beauty
IG0007131,2025-03-23 09:25:22.954916,Photo,23451,9742,2257,3944,1954904,2096285,2121,16,379,Reels Feed,1.88,Lifestyle
IG0007132,2025-05-14 09:25:22.954916,Video,10822,1922,1156,12480,73862,112595,1283,30,986,Explore,23.43,Photography
IG0007133,2025-03-14 09:25:22.954916,Reel,72910,6758,3975,8567,459253,852110,721,19,418,Profile,10.82,Fashion
IG0007134,2025-09-11 09:25:22.954916,Video,84942,4816,4312,13730,623323,828968,1363,6,841,Home Feed,13.0,Beauty
IG0007135,2025-07-03 09:25:22.954916,Photo,190726,2709,2207,10387,870828,1046070,1357,6,425,Home Feed,19.7,Photography
IG0007136,2025-05-27 09:25:22.954916,Carousel,131189,9363,844,12691,609356,631196,358,25,454,Explore,24.41,Food
IG0007137,2025-03-20 09:25:22.954916,Video,18651,9790,3747,11053,1585003,1830901,575,27,780,Explore,2.36,Beauty
IG0007138,2024-11-21 09:25:22.954916,Photo,133570,5570,208,2222,1919992,2120994,1279,4,818,Explore,6.67,Fitness
IG0007139,2024-12-24 09:25:22.954916,Video,125039,1508,445,12169,658773,1095568,390,28,415,Home Feed,12.7,Beauty
IG0007140,2025-03-04 09:25:22.954916,Reel,161534,9571,3867,6210,1483144,1980650,409,8,611,External,9.15,Fashion
IG0007141,2025-01-13 09:25:22.954916,Photo,74178,658,3016,9835,1769865,1929653,1167,1,441,External,4.54,Food
IG0007142,2025-05-22 09:25:22.954916,Video,152203,2110,4183,10662,1241698,1560997,185,1,437,Home Feed,10.84,Lifestyle
IG0007143,2025-03-21 09:25:22.954916,Carousel,115155,657,275,3227,1188082,1445924,2021,2,500,Home Feed,8.25,Comedy
IG0007144,2025-10-19 09:25:22.954916,Reel,166826,8592,4540,5115,236238,342910,2096,25,42,Reels Feed,53.97,Travel
IG0007145,2025-01-07 09:25:22.954916,Video,61752,767,3691,4838,55840,62924,468,5,212,Profile,112.91,Fashion
IG0007146,2025-05-22 09:25:22.954916,Reel,4477,2215,4936,11052,1378726,1536655,247,20,554,Hashtags,1.48,Photography
IG0007147,2025-07-16 09:25:22.954916,Reel,3685,5570,1385,681,1899323,2139571,1008,9,96,Hashtags,0.53,Food
IG0007148,2025-01-11 09:25:22.954916,Photo,174294,3896,4817,8934,1149639,1484100,1487,15,807,Home Feed,12.93,Fitness
IG0007149,2025-09-01 09:25:22.954916,Photo,151361,720,3929,14095,1119344,1263007,2081,18,302,Home Feed,13.47,Music
IG0007150,2025-10-25 09:25:22.954916,Video,105957,9030,2675,6951,958021,1298244,1755,18,66,Hashtags,9.6,Food
IG0007151,2025-05-26 09:25:22.954916,Carousel,49515,911,4758,3011,727632,880453,283,25,834,Reels Feed,6.61,Photography
IG0007152,2024-11-20 09:25:22.954916,Reel,35020,53,4471,11905,1258922,1450901,1517,7,354,Explore,3.55,Travel
IG0007153,2025-06-02 09:25:22.954916,Carousel,99156,2110,458,13776,798633,1247551,1325,4,261,Reels Feed,9.26,Travel
IG0007154,2025-06-15 09:25:22.954916,Reel,113115,3011,2380,3704,968426,1411837,1548,5,156,Home Feed,8.66,Technology
IG0007155,2025-06-10 09:25:22.954916,Carousel,83209,1973,23,1275,619344,1062091,1298,11,775,Reels Feed,8.14,Comedy
IG0007156,2025-06-12 09:25:22.954916,Photo,98562,7263,2754,10742,1301228,1689587,422,20,766,Hashtags,7.06,Photography
IG0007157,2025-05-10 09:25:22.954916,Carousel,102985,4952,2693,3202,703785,901390,1779,26,502,Reels Feed,12.63,Travel
IG0007158,2025-09-15 09:25:22.954916,Carousel,199953,3999,2480,10530,1506794,1631488,721,26,802,External,13.3,Technology
IG0007159,2025-01-31 09:25:22.954916,Carousel,171576,5566,3758,14608,634933,1030663,1250,6,692,Explore,18.97,Technology
IG0007160,2024-12-28 09:25:22.954916,Photo,60832,7545,4078,4565,1131143,1570638,1159,16,925,Home Feed,4.9,Technology
IG0007161,2025-08-07 09:25:22.954916,Video,6077,7308,3359,8954,1241835,1391331,2143,30,79,Reels Feed,1.85,Food
IG0007162,2025-05-25 09:25:22.954916,Photo,127269,9118,3282,2471,1197351,1278498,1826,15,245,Profile,11.12,Technology
IG0007163,2025-10-31 09:25:22.954916,Carousel,119395,9192,2074,8813,153910,560615,385,29,395,Hashtags,24.88,Fashion
IG0007164,2025-08-12 09:25:22.954916,Photo,49256,363,334,5060,634678,649870,20,1,227,Reels Feed,8.47,Photography
IG0007165,2024-11-26 09:25:22.954916,Video,107475,8829,2594,13734,385487,552230,1187,7,855,Hashtags,24.02,Fashion
IG0007166,2025-09-08 09:25:22.954916,Photo,12530,3475,2480,6826,1341407,1462035,2166,14,521,Profile,1.73,Music
IG0007167,2025-07-07 09:25:22.954916,Carousel,5977,1622,3564,11612,608155,753190,1962,21,909,Reels Feed,3.02,Travel
IG0007168,2025-06-13 09:25:22.954916,Carousel,27155,3425,2804,14753,1538190,1869130,397,5,904,Explore,2.58,Comedy
IG0007169,2025-10-24 09:25:22.954916,Photo,187213,7452,1656,61,224509,642499,1284,10,44,Reels Feed,30.57,Technology
IG0007170,2025-06-30 09:25:22.954916,Carousel,133021,7506,363,11684,1449499,1823338,835,24,964,Hashtags,8.37,Fitness
IG0007171,2025-03-24 09:25:22.954916,Reel,58513,9483,3095,7419,1498578,1736261,1991,21,787,Explore,4.52,Fitness
IG0007172,2025-01-25 09:25:22.954916,Video,166282,826,4455,2625,1805455,2235324,1391,29,348,Profile,7.79,Travel
IG0007173,2025-06-01 09:25:22.954916,Video,36941,7479,1669,5670,1862708,2131694,1183,15,508,External,2.43,Music
IG0007174,2025-02-21 09:25:22.954916,Photo,10796,7518,2048,7617,1165402,1321201,484,9,588,Home Feed,2.12,Fitness
IG0007175,2025-11-02 09:25:22.954916,Reel,17052,385,326,982,1508320,1644218,111,19,827,Home Feed,1.14,Fashion
IG0007176,2025-11-09 09:25:22.954916,Photo,37566,2737,2085,7848,1942075,2126019,1054,28,492,Home Feed,2.36,Beauty
IG0007177,2025-07-23 09:25:22.954916,Video,184392,6377,3429,7845,390477,670826,793,17,255,Home Feed,30.12,Food
IG0007178,2025-04-23 09:25:22.954916,Photo,64984,8505,2784,2571,1070074,1223512,2109,8,863,Home Feed,6.44,Lifestyle
IG0007179,2025-06-19 09:25:22.954916,Photo,174605,7435,4453,5876,1273920,1684534,234,15,56,Hashtags,11.42,Fitness
IG0007180,2025-09-17 09:25:22.954916,Video,28997,8636,1586,6524,1239851,1447607,257,15,521,Reels Feed,3.16,Comedy
IG0007181,2025-06-08 09:25:22.954916,Reel,99764,9692,1358,11774,576266,951603,1864,15,2,External,12.88,Technology
IG0007182,2025-09-12 09:25:22.954916,Video,64431,7437,1609,4346,1411927,1571565,1122,19,118,Home Feed,4.95,Comedy
IG0007183,2025-03-30 09:25:22.954916,Photo,50752,2828,1176,9392,177462,226721,510,27,97,Hashtags,28.29,Photography
IG0007184,2025-10-14 09:25:22.954916,Reel,112112,49,2957,2526,1115334,1185528,1815,10,642,Home Feed,9.92,Food
IG0007185,2025-10-23 09:25:22.954916,Carousel,144855,6218,2857,632,443210,845273,1570,21,249,Home Feed,18.29,Fashion
IG0007186,2025-08-29 09:25:22.954916,Reel,157787,1486,2686,9119,1741550,2024385,210,9,568,External,8.45,Music
IG0007187,2024-11-21 09:25:22.954916,Video,84735,1592,2637,1939,741606,819869,1320,28,880,Home Feed,11.09,Food
